;RestaurantName;AverageCostForTwo;AggregateRating;RatingText;Votes;Date;Coordinates;City/Country/Continent
8776;Barista;650;3.0;Average;7.0;2016-06-19T00:50:18Z;[28.604590100000003, 77.3576192];Noida/India/Asia
8777;Barista;650;2.9;Average;5.0;2017-06-03T20:11:18Z;[28.6048659, 77.35874100000001];Noida/India/Asia
8778;The Gourmet Shack;600;3.3;Average;15.0;2018-11-11T22:10:11Z;[28.60756944, 77.35685091];Noida/India/Asia
8779;Yes Bosz Food Plaza;400;2.7;Average;15.0;2016-05-19T23:00:04Z;[28.6072953, 77.362444];Noida/India/Asia
8780;A1 Restaurant;500;0.0;Not rated;0.0;2018-09-17T02:50:22Z;[28.6101016, 77.35334870000001];Noida/India/Asia
8781;Aggarwal Sweets India;150;0.0;Not rated;0.0;2017-02-23T18:03:19Z;[28.61007, 77.35318667];Noida/India/Asia
8782;Chaska Food Hut;300;0.0;Not rated;0.0;2016-03-05T07:25:27Z;[28.6085274, 77.35972070000001];Noida/India/Asia
8783;Hasty Tasty Fast Food;300;0.0;Not rated;2.0;2018-07-28T22:48:39Z;[28.6057844, 77.36257109999998];Noida/India/Asia
8784;Pihu's Cafe;200;0.0;Not rated;1.0;2016-04-07T19:58:52Z;[28.5706333, 77.3272147];Noida/India/Asia
8785;Sanjay Pandit Bhojnalaya;150;0.0;Not rated;2.0;2018-07-08T19:17:39Z;[28.6099807, 77.3532162];Noida/India/Asia
8786;Sharma Hotel;100;0.0;Not rated;0.0;2017-03-14T19:14:54Z;[28.609747100000003, 77.35285440000001];Noida/India/Asia
8787;Shri G;100;0.0;Not rated;0.0;2017-05-02T04:41:50Z;[28.6100951, 77.3533213];Noida/India/Asia
8788;Nite Bites;650;2.7;Average;8.0;2017-07-13T03:50:15Z;[28.608073200000003, 77.37232390000001];Noida/India/Asia
8789;Shankar Fast Food;300;2.7;Average;15.0;2016-02-29T03:24:20Z;[28.6088161, 77.3626026];Noida/India/Asia
8790;Shivam Fast Food;350;2.9;Average;12.0;2018-10-09T03:42:16Z;[28.608844399999995, 77.3626134];Noida/India/Asia
8791;Yumbo Bites;350;3.1;Average;10.0;2016-06-14T14:54:07Z;[28.6086461, 77.3724933];Noida/India/Asia
8792;Essen Foods;700;0.0;Not rated;1.0;2018-10-06T02:29:39Z;[28.6095755, 77.37816740000001];Noida/India/Asia
8793;L'amore;200;0.0;Not rated;2.0;2016-11-18T23:23:49Z;[28.608104200000003, 77.3724239];Noida/India/Asia
8794;SPL Food Corner;300;0.0;Not rated;0.0;2018-06-19T06:11:43Z;[28.6084226, 77.36256];Noida/India/Asia
8795;Shree Ganesh M Cafe;150;3.1;Average;7.0;2018-04-20T11:30:50Z;[28.5920932, 77.3178507];Noida/India/Asia
8796;Chauhan Fast Food;250;0.0;Not rated;2.0;2016-02-20T06:32:22Z;[28.6047247, 77.36248420000001];Noida/India/Asia
8797;Whatslife.in;500;0.0;Not rated;0.0;2018-02-26T21:05:21Z;[28.6055225, 77.3719027];Noida/India/Asia
8798;BakeAffair;300;3.4;Average;30.0;2016-12-21T05:07:52Z;[28.5706333, 77.3272147];Noida/India/Asia
8799;Mirchievous;650;3.1;Average;6.0;2016-12-16T18:08:28Z;[28.59345268, 77.36473083];Noida/India/Asia
8800;Cafe Coffee Day;450;0.0;Not rated;0.0;2017-12-05T05:19:45Z;[28.5706333, 77.3272147];Noida/India/Asia
8801;Dev Food;300;0.0;Not rated;0.0;2018-08-27T08:07:31Z;[28.5706333, 77.3272147];Noida/India/Asia
8802;Green Vally Chiiness Food;300;0.0;Not rated;3.0;2017-11-08T03:22:15Z;[28.59566, 77.36236600000001];Noida/India/Asia
8803;221 B Baker Street;200;3.2;Average;19.0;2016-03-21T06:40:19Z;[28.614280800000003, 77.3716062];Noida/India/Asia
8804;Binge Restaurant;1100;3.2;Average;325.0;2018-10-19T19:58:50Z;[28.6127995, 77.3625455];Noida/India/Asia
8805;Boxmeal;400;3.0;Average;4.0;2016-11-26T07:19:07Z;[28.6181042, 77.3698446];Noida/India/Asia
8806;Brown Town;150;2.7;Average;11.0;2017-02-03T10:54:29Z;[28.6191966, 77.370818];Noida/India/Asia
8807;Cafe Coffee Day;450;3.0;Average;26.0;2016-12-21T20:26:23Z;[28.6127995, 77.3625455];Noida/India/Asia
8808;Cafe Coffee Day;450;3.0;Average;14.0;2017-06-18T14:23:30Z;[28.6127402, 77.36667220000001];Noida/India/Asia
8809;Cafe Green Apple;400;3.2;Average;16.0;2017-10-29T14:07:22Z;[28.6274956, 77.374165];Noida/India/Asia
8810;Cake Mandi;500;3.2;Average;17.0;2018-10-21T20:08:11Z;[28.61083103, 77.35402454];Noida/India/Asia
8811;Chai Thela;250;3.1;Average;10.0;2018-12-10T06:08:11Z;[28.6127402, 77.36667220000001];Noida/India/Asia
8812;Chinese Chilli Sizzler;200;2.9;Average;5.0;2018-11-29T05:42:14Z;[28.6139194, 77.371174];Noida/India/Asia
8813;Delhi Biryani Hut;300;2.7;Average;9.0;2016-03-25T16:38:26Z;[28.6181215, 77.3704181];Noida/India/Asia
8814;Dev's Restaurant & Bar;1500;3.1;Average;56.0;2016-12-25T22:56:32Z;[28.614280800000003, 77.3716062];Noida/India/Asia
8815;Doggy Style;700;3.2;Average;33.0;2018-02-24T10:38:38Z;[28.58167444, 77.33747028];Noida/India/Asia
8816;Domino's Pizza;700;2.6;Average;118.0;2017-03-30T16:30:38Z;[28.62443114, 77.37043262];Noida/India/Asia
8817;Floating Cakes;400;2.8;Average;12.0;2016-10-06T00:53:52Z;[28.5706333, 77.3272147];Noida/India/Asia
8818;Food Brigade;300;3.2;Average;15.0;2018-05-02T08:11:29Z;[28.62840758, 77.37389041];Noida/India/Asia
8819;Frequent Bakes;350;2.5;Average;38.0;2016-06-02T09:21:15Z;[28.6181067, 77.3702942];Noida/India/Asia
8820;GreeNox;200;3.4;Average;16.0;2017-06-29T23:35:55Z;[28.62667926, 77.37371799];Noida/India/Asia
8821;GVP Creations;400;3.1;Average;7.0;2016-07-02T15:52:50Z;[28.61183236, 77.37029448];Noida/India/Asia
8822;Health Buzzz;350;3.2;Average;11.0;2017-03-06T15:29:52Z;[28.618499100000005, 77.37070920000001];Noida/India/Asia
8823;Hot & Spicy;250;2.9;Average;4.0;2018-07-08T03:09:31Z;[28.612911, 77.36658249999999];Noida/India/Asia
8824;Malabar Junction;500;3.3;Average;15.0;2018-03-29T17:49:31Z;[28.6181511, 77.369864];Noida/India/Asia
8825;Masters Caterer;400;2.9;Average;6.0;2016-10-06T22:18:07Z;[28.6127402, 77.36667220000001];Noida/India/Asia
8826;Meeting Point Corner;200;2.8;Average;14.0;2017-04-16T06:51:34Z;[28.6280874, 77.3738681];Noida/India/Asia
8827;Mithaas Sweets;650;2.7;Average;17.0;2018-09-03T03:02:59Z;[28.6180976, 77.3706652];Noida/India/Asia
8828;Mom's Canteen;200;3.0;Average;5.0;2017-04-10T20:18:21Z;[28.5706333, 77.3272147];Noida/India/Asia
8829;MS Foods;400;3.1;Average;9.0;2017-03-19T23:58:29Z;[28.61263059, 77.3545194];Noida/India/Asia
8830;Oh Buoy;650;3.3;Average;50.0;2018-06-01T04:10:50Z;[28.62392171, 77.37002995];Noida/India/Asia
8831;Old Tehrii Cafe & Lounge;1500;3.1;Average;13.0;2018-09-13T15:30:30Z;[28.61451253, 77.35519834];Noida/India/Asia
8832;Pichli Gali;300;3.0;Average;5.0;2017-03-21T20:42:57Z;[28.619344800000004, 77.3701709];Noida/India/Asia
8833;Pizza Hut;1000;3.1;Average;147.0;2018-09-08T18:26:04Z;[28.6127995, 77.3625455];Noida/India/Asia
8834;Rasoi99;800;3.2;Average;10.0;2016-01-05T19:38:26Z;[28.6197372, 77.3705298];Noida/India/Asia
8835;Republic of Chicken;400;3.1;Average;17.0;2017-01-19T01:39:41Z;[28.6196711, 77.3704489];Noida/India/Asia
8836;Republic's @ Dhaba;750;2.9;Average;56.0;2018-08-12T15:40:17Z;[28.6127995, 77.3625455];Noida/India/Asia
8837;Rolling Beans;250;2.8;Average;5.0;2016-01-28T19:43:07Z;[28.6239066, 77.3700887];Noida/India/Asia
8838;Rollmaal;500;3.4;Average;155.0;2018-09-24T16:47:09Z;[28.612791, 77.36245579999999];Noida/India/Asia
8839;Subway;500;2.5;Average;28.0;2018-01-23T21:46:49Z;[28.62453856, 77.37041719];Noida/India/Asia
8840;Swad;900;2.8;Average;13.0;2017-06-03T00:48:05Z;[28.613167, 77.3684034];Noida/India/Asia
8841;The Chaiwalas;300;2.9;Average;9.0;2017-06-24T19:29:19Z;[28.5706333, 77.3272147];Noida/India/Asia
8842;The Hunger Cure;600;3.0;Average;9.0;2018-11-20T07:54:20Z;[28.6187885, 77.3707797];Noida/India/Asia
8843;World Bites;500;3.4;Average;30.0;2016-07-02T18:16:40Z;[28.6185042, 77.36981209999999];Noida/India/Asia
8844;BunkYard Cafe;400;3.5;Good;33.0;2018-03-03T07:28:45Z;[28.614500300000003, 77.3624828];Noida/India/Asia
8845;Chaayos;400;3.5;Good;182.0;2017-01-25T08:22:25Z;[28.62453797, 77.37017244];Noida/India/Asia
8846;RollsKing;300;3.8;Good;401.0;2018-10-12T16:36:08Z;[28.6182239, 77.37024570000001];Noida/India/Asia
8847;Sandwich King;500;3.5;Good;215.0;2018-05-01T10:17:44Z;[28.613038, 77.3631735];Noida/India/Asia
8848;Speedy Chow;850;3.6;Good;114.0;2017-12-14T20:59:47Z;[28.612791, 77.36245579999999];Noida/India/Asia
8849;Aggarwal Bikaneri Sweets & Restaurant;100;0.0;Not rated;3.0;2017-02-01T11:31:45Z;[28.61550833, 77.35487667];Noida/India/Asia
8850;Al-Aayat Mughlai Biryani;100;0.0;Not rated;0.0;2017-05-14T12:08:42Z;[28.61044692, 77.35400308];Noida/India/Asia
8851;Baba Chinese Fast Food;250;0.0;Not rated;2.0;2016-10-11T19:45:06Z;[28.61997007, 77.35509105];Noida/India/Asia
8852;Cafe Coffee Day;450;0.0;Not rated;0.0;2017-03-06T20:03:19Z;[28.618099, 77.37239459999999];Noida/India/Asia
8853;Cafe Rap;250;0.0;Not rated;1.0;2016-01-24T02:41:06Z;[28.6252228, 77.37004437];Noida/India/Asia
8854;Chinese Fast Food Corner;250;0.0;Not rated;0.0;2017-12-13T15:04:51Z;[28.6238525, 77.368349];Noida/India/Asia
8855;Chinese Food Corner;200;0.0;Not rated;0.0;2018-10-23T15:35:40Z;[28.5706333, 77.3272147];Noida/India/Asia
8856;Chinese Hot;200;0.0;Not rated;0.0;2017-04-29T17:16:53Z;[28.6139563, 77.3672105];Noida/India/Asia
8857;Dial a Cake;400;0.0;Not rated;0.0;2018-04-22T14:10:05Z;[28.5706333, 77.3272147];Noida/India/Asia
8858;Doon Dhaba;200;0.0;Not rated;1.0;2017-08-13T05:37:23Z;[28.618133500000003, 77.370496];Noida/India/Asia
8859;Food Weavers;350;0.0;Not rated;0.0;2018-11-18T09:10:42Z;[28.612949100000005, 77.3656117];Noida/India/Asia
8860;Green Chick Chop;350;0.0;Not rated;1.0;2016-10-14T20:50:09Z;[28.614336600000005, 77.3712474];Noida/India/Asia
8861;Hookie Dookie;500;0.0;Not rated;0.0;2016-03-27T03:31:41Z;[28.6193211, 77.3706875];Noida/India/Asia
8862;Hotel Green View Palace;700;0.0;Not rated;0.0;2016-04-24T16:28:41Z;[28.61750372, 77.35475075];Noida/India/Asia
8863;Hurry Curry Express;550;0.0;Not rated;2.0;2017-08-06T09:36:35Z;[28.62565716, 77.20952498];Noida/India/Asia
8864;Kesarwa Bakez;600;0.0;Not rated;1.0;2016-09-15T05:36:27Z;[28.6182302, 77.37070920000001];Noida/India/Asia
8865;Let's Noodle;350;0.0;Not rated;1.0;2018-01-02T10:08:19Z;[28.6207119, 77.3629871];Noida/India/Asia
8866;New Dragon Chinese Fast Food  & Paranthey Wala;350;0.0;Not rated;1.0;2017-11-24T16:34:33Z;[28.6132102, 77.3660074];Noida/India/Asia
8867;New Shahi Chinese Fast Food;400;0.0;Not rated;0.0;2018-06-07T16:30:40Z;[28.6132289, 77.36331379999999];Noida/India/Asia
8868;Night Food Delivery;500;0.0;Not rated;2.0;2016-09-04T07:50:35Z;[28.619656, 77.37061949999999];Noida/India/Asia
8869;Rajwana Foods;300;0.0;Not rated;2.0;2016-02-23T09:40:38Z;[28.6131696, 77.3634824];Noida/India/Asia
8870;Shama Chicken Corner;500;0.0;Not rated;2.0;2018-03-15T12:01:57Z;[28.6182302, 77.37070920000001];Noida/India/Asia
8871;Shiva Shudh Shakahari Bhojnalaya;200;0.0;Not rated;0.0;2018-07-18T00:22:54Z;[28.622005699999995, 77.35503879999999];Noida/India/Asia
8872;Shri Balaji Shudh Vaishno Dhaba;200;0.0;Not rated;0.0;2017-12-29T03:20:57Z;[28.6218907, 77.3551543];Noida/India/Asia
8873;Southern Santushti Cafe;400;0.0;Not rated;2.0;2017-09-01T20:32:44Z;[28.62503592, 77.37101935];Noida/India/Asia
8874;Tiffin Man House;200;0.0;Not rated;0.0;2016-08-05T21:12:08Z;[28.6188035, 77.369567];Noida/India/Asia
8875;WOW Zaika;250;0.0;Not rated;0.0;2018-03-23T00:21:49Z;[28.5706333, 77.3272147];Noida/India/Asia
8876;Grand Eatery;600;2.4;Poor;49.0;2017-09-30T02:51:32Z;[28.6191953, 77.3707194];Noida/India/Asia
8877;Nathu's Sweets;500;2.4;Poor;77.0;2016-07-27T22:32:44Z;[28.612791, 77.36245579999999];Noida/India/Asia
8878;Subway;500;2.4;Poor;88.0;2017-09-16T18:07:33Z;[28.6129026, 77.36649279999999];Noida/India/Asia
8879;Chick Chicken Barbeque;750;2.6;Average;4.0;2017-09-25T04:35:22Z;[28.625608000000003, 77.38531];Noida/India/Asia
8880;Tiwari Hot Pot;450;2.6;Average;11.0;2017-10-11T11:24:41Z;[28.616674, 77.37702850000001];Noida/India/Asia
8881;Chaiwaalas;100;0.0;Not rated;0.0;2018-07-14T11:26:20Z;[28.5706333, 77.3272147];Noida/India/Asia
8882;Delhi Mughlai Biryani;300;0.0;Not rated;1.0;2016-02-20T18:25:52Z;[28.6177586, 77.37849440000001];Noida/India/Asia
8883;Dumpty's;200;0.0;Not rated;0.0;2016-12-14T21:02:58Z;[28.6249999, 77.37718890000001];Noida/India/Asia
8884;Food Passengers;250;0.0;Not rated;0.0;2018-09-16T07:17:59Z;[28.5706333, 77.3272147];Noida/India/Asia
8885;Hungry Buddies;300;0.0;Not rated;0.0;2016-04-25T11:54:31Z;[28.6125969, 77.3846785];Noida/India/Asia
8886;Maa Durga Food Corner;200;0.0;Not rated;0.0;2017-02-09T15:39:47Z;[28.629224600000004, 77.37603059999999];Noida/India/Asia
8887;Subhoj;350;0.0;Not rated;2.0;2016-11-10T01:00:12Z;[28.5706333, 77.3272147];Noida/India/Asia
8888;The Square Meal;800;0.0;Not rated;0.0;2017-12-26T14:35:25Z;[28.5706333, 77.3272147];Noida/India/Asia
8889;Twenty Four Seven;300;0.0;Not rated;0.0;2016-07-11T12:23:06Z;[28.5706333, 77.3272147];Noida/India/Asia
8890;Yeoh;500;0.0;Not rated;0.0;2016-10-26T02:54:41Z;[28.5706333, 77.3272147];Noida/India/Asia
8891;South King Restaurant;300;2.8;Average;8.0;2017-06-22T03:55:42Z;[28.607546600000003, 77.3772233];Noida/India/Asia
8892;Twomato Foods;400;3.2;Average;11.0;2016-01-01T22:39:45Z;[28.607233, 77.380365];Noida/India/Asia
8893;Lazeez Foods;400;0.0;Not rated;2.0;2017-12-15T11:15:02Z;[28.6095834, 77.37600350000001];Noida/India/Asia
8894;Spicy Punjabi Tadka;550;0.0;Not rated;0.0;2018-01-15T00:19:08Z;[28.6095596, 77.3757327];Noida/India/Asia
8895;SPL Foods Plaza;600;0.0;Not rated;0.0;2017-10-16T13:19:30Z;[28.6072612, 77.3799187];Noida/India/Asia
8896;Super Cake Shop;300;0.0;Not rated;2.0;2018-05-08T00:37:08Z;[28.6094124, 77.37559809999999];Noida/India/Asia
8897;Bats On Delivery;700;2.7;Average;9.0;2016-07-15T20:51:24Z;[28.597085, 77.317172];Noida/India/Asia
8898;Legacy of Awadh;500;3.3;Average;114.0;2018-08-08T15:57:44Z;[28.5976222, 77.3201607];Noida/India/Asia
8899;Sweetcake.in;300;0.0;Not rated;0.0;2017-01-22T08:42:32Z;[28.5706333, 77.3272147];Noida/India/Asia
8900;Hurry Curry;500;3.1;Average;10.0;2016-06-25T23:20:38Z;[28.5706333, 77.3272147];Noida/India/Asia
8901;Thaaliwaalaa.com;200;2.9;Average;6.0;2017-04-20T01:01:42Z;[28.5915785, 77.37519449999999];Noida/India/Asia
8902; Let's Burrrp;400;0.0;Not rated;0.0;2017-09-29T08:49:24Z;[28.5706333, 77.3272147];Noida/India/Asia
8903;Annapurna Caterings;200;0.0;Not rated;0.0;2018-12-24T00:53:00Z;[28.5706333, 77.3272147];Noida/India/Asia
8904;Beyond Food;200;0.0;Not rated;0.0;2017-04-06T06:41:19Z;[28.6008237, 77.3771267];Noida/India/Asia
8905;Brown Town;150;0.0;Not rated;2.0;2018-08-04T22:40:10Z;[28.6008229, 77.3771316];Noida/India/Asia
8906;Royal Spice;500;0.0;Not rated;0.0;2016-01-05T04:52:45Z;[28.6076509, 77.3798644];Noida/India/Asia
8907;Bikaner's;400;2.9;Average;4.0;2017-12-31T08:10:17Z;[28.5645097, 77.3823794];Noida/India/Asia
8908;Chilli Zone;500;3.4;Average;20.0;2016-04-20T12:42:54Z;[28.5664689, 77.3813429];Noida/India/Asia
8909;Cold Rock Cafe;350;3.3;Average;12.0;2016-09-08T23:44:26Z;[28.5663929, 77.381327];Noida/India/Asia
8910;Cup and Cones;150;3.1;Average;10.0;2016-07-19T00:26:36Z;[28.5663773, 77.3811864];Noida/India/Asia
8911;Desi Spice;600;3.0;Average;10.0;2018-04-13T21:58:53Z;[28.5646289, 77.3851512];Noida/India/Asia
8912;Food Destination;400;3.0;Average;5.0;2018-12-04T16:22:23Z;[28.57108, 77.3862918];Noida/India/Asia
8913;Gangaur Sweets;500;2.7;Average;34.0;2017-12-29T20:44:48Z;[28.5914755, 77.3809101];Noida/India/Asia
8914;Handi;850;2.9;Average;8.0;2018-07-26T11:40:10Z;[28.585038, 77.3997654];Noida/India/Asia
8915;Hungry Inn;500;3.0;Average;5.0;2016-09-09T07:51:13Z;[28.5722375, 77.3863299];Noida/India/Asia
8916;Keventers;400;2.9;Average;4.0;2017-05-16T04:35:44Z;[28.5723004, 77.38640190000001];Noida/India/Asia
8917;La-Cuisine;550;2.9;Average;4.0;2018-02-28T11:59:00Z;[28.586891100000003, 77.4013017];Noida/India/Asia
8918;Melting Flavours;800;3.4;Average;21.0;2017-12-22T06:51:38Z;[28.5663966, 77.3810922];Noida/India/Asia
8919;Mighty Mughlai;450;3.2;Average;12.0;2017-03-05T03:13:40Z;[28.57605503, 77.32181758];Noida/India/Asia
8920;Mithaas;650;2.9;Average;12.0;2018-06-02T14:26:34Z;[28.5879324, 77.400309];Noida/India/Asia
8921;Mood 4 Food;150;3.1;Average;8.0;2016-05-29T06:18:08Z;[28.56920274, 77.38469392];Noida/India/Asia
8922;Northern Bytes;500;3.1;Average;6.0;2016-10-24T00:37:42Z;[28.57173, 77.3920718];Noida/India/Asia
8923;Shahenshah;500;3.0;Average;4.0;2018-12-28T20:32:47Z;[28.5905939, 77.38331240000001];Noida/India/Asia
8924;Sugar Daddy Bakers;350;2.7;Average;4.0;2017-12-01T11:22:03Z;[28.566406, 77.3819125];Noida/India/Asia
8925;Swag Sadda Desi;300;3.1;Average;8.0;2016-12-11T16:44:41Z;[28.5851413, 77.3992328];Noida/India/Asia
8926;The Chinese Hut;400;2.9;Average;10.0;2017-03-05T16:26:16Z;[28.5645272, 77.38271];Noida/India/Asia
8927;Wild Chef House;500;3.1;Average;11.0;2018-11-18T02:24:47Z;[28.5694254, 77.38487049999999];Noida/India/Asia
8928;Grub Patio;600;3.7;Good;51.0;2017-03-14T14:47:40Z;[28.5664155, 77.3810436];Noida/India/Asia
8929;The Grill @ 76;650;3.5;Good;42.0;2018-01-23T09:16:09Z;[28.5665424, 77.3821963];Noida/India/Asia
8930;Zooby's Kitchen;800;3.5;Good;31.0;2018-09-08T12:51:42Z;[28.5663598, 77.3814563];Noida/India/Asia
8931;4U;250;0.0;Not rated;1.0;2018-09-08T06:05:21Z;[28.565968800000004, 77.3813897];Noida/India/Asia
8932;Aadhya Bakery & Foods;250;0.0;Not rated;0.0;2018-09-25T17:48:55Z;[28.5891989, 77.3803972];Noida/India/Asia
8933;Bake Walkers;300;0.0;Not rated;0.0;2016-12-16T00:22:48Z;[28.5914573, 77.3805766];Noida/India/Asia
8934;Bean Machine & Co.;500;0.0;Not rated;0.0;2018-12-22T01:15:11Z;[28.588073, 77.400003];Noida/India/Asia
8935;Big B Pastry Shop;200;0.0;Not rated;1.0;2016-02-08T11:55:35Z;[28.5663512, 77.3816692];Noida/India/Asia
8936;Breadman Cake Shop;300;0.0;Not rated;2.0;2017-06-07T18:46:44Z;[28.5706274, 77.386365];Noida/India/Asia
8937;Breaky2Dinner;500;0.0;Not rated;0.0;2018-03-12T21:17:56Z;[28.5714727, 77.3837255];Noida/India/Asia
8938;Brijwasi Sweets;100;0.0;Not rated;0.0;2018-05-27T23:56:42Z;[28.5853989, 77.3991911];Noida/India/Asia
8939;Cafe Hot Pot;100;0.0;Not rated;0.0;2016-02-04T16:47:15Z;[28.58528, 77.39927759999999];Noida/India/Asia
8940;Chef's Curry;600;0.0;Not rated;1.0;2017-02-09T15:01:22Z;[28.5722136, 77.386199];Noida/India/Asia
8941;Dilli Bakery;250;0.0;Not rated;0.0;2016-02-11T07:19:35Z;[28.5664704, 77.3812069];Noida/India/Asia
8942;Domino's Pizza;700;0.0;Not rated;2.0;2016-04-10T21:37:31Z;[28.5880007, 77.3986498];Noida/India/Asia
8943;Dove And Mouse;500;0.0;Not rated;3.0;2016-04-10T20:20:53Z;[28.5639598, 77.387573];Noida/India/Asia
8944;Food Cabana;450;0.0;Not rated;0.0;2018-01-02T20:36:06Z;[28.5706333, 77.3272147];Noida/India/Asia
8945;Frozen Grillz;350;0.0;Not rated;0.0;2016-10-22T07:24:33Z;[28.5645393, 77.3851512];Noida/India/Asia
8946;Ganesh Chinese Food Corner;300;0.0;Not rated;0.0;2017-06-20T19:38:37Z;[28.5666463, 77.3819508];Noida/India/Asia
8947;Green Chick Chop;350;0.0;Not rated;2.0;2016-01-23T05:54:36Z;[28.5704048, 77.38649670000001];Noida/India/Asia
8948;Handi Mitran Di;700;0.0;Not rated;2.0;2017-01-10T03:39:40Z;[28.566563800000004, 77.38228769999999];Noida/India/Asia
8949;Hunger Tales;500;0.0;Not rated;0.0;2017-04-11T10:11:28Z;[28.5419387, 77.33469670000001];Noida/India/Asia
8950;Hydrabad Biryani Express;350;0.0;Not rated;0.0;2017-02-21T20:44:09Z;[28.5643503, 77.3827156];Noida/India/Asia
8951;Ice Stone Cafe;200;0.0;Not rated;1.0;2017-12-16T07:29:44Z;[28.5706333, 77.3272147];Noida/India/Asia
8952;Kake Da Dhaba;450;0.0;Not rated;0.0;2017-11-24T10:23:00Z;[28.5706333, 77.3272147];Noida/India/Asia
8953;Lucknow Wale Kwality Kabab;600;0.0;Not rated;1.0;2018-10-02T07:10:34Z;[28.5664153, 77.3807896];Noida/India/Asia
8954;Mairu's;300;0.0;Not rated;2.0;2017-11-05T18:10:28Z;[28.5646289, 77.3851512];Noida/India/Asia
8955;Meatwale.com;300;0.0;Not rated;3.0;2016-09-27T23:07:32Z;[28.570799600000004, 77.3863819];Noida/India/Asia
8956;Mr. Biryani Walia;400;0.0;Not rated;0.0;2016-12-28T04:45:20Z;[28.5706333, 77.3272147];Noida/India/Asia
8957;N E Great Foods;100;0.0;Not rated;0.0;2018-06-18T07:01:58Z;[28.5711244, 77.3846131];Noida/India/Asia
8958;New Punjabi Tadka;300;0.0;Not rated;0.0;2018-08-01T00:46:23Z;[28.5674429, 77.3936272];Noida/India/Asia
8959;Royal King;800;0.0;Not rated;1.0;2017-08-26T14:07:07Z;[28.571750800000004, 77.392176];Noida/India/Asia
8960;The Dhaba;500;0.0;Not rated;0.0;2018-01-15T11:42:40Z;[28.5665039, 77.3812875];Noida/India/Asia
8961;Tikka Express meets Chennai Express;400;0.0;Not rated;1.0;2016-06-09T14:10:26Z;[28.585231, 77.3992328];Noida/India/Asia
8962;Vyanjan;300;0.0;Not rated;3.0;2016-05-16T21:20:45Z;[28.5712706, 77.38394559999999];Noida/India/Asia
8963;Yolkers;250;0.0;Not rated;1.0;2017-05-03T12:40:09Z;[28.58528, 77.39927759999999];Noida/India/Asia
8964;Zaika Kathi Rolls;100;0.0;Not rated;3.0;2017-07-20T19:13:41Z;[28.571773200000003, 77.39233320000001];Noida/India/Asia
8965;Zaika of Dilli 6;600;0.0;Not rated;3.0;2017-09-04T22:41:42Z;[28.571615500000004, 77.3804176];Noida/India/Asia
8966;Bikaner's;400;2.4;Poor;11.0;2016-11-10T04:42:24Z;[28.56639, 77.38122879999999];Noida/India/Asia
8967;Chawla's 2;1400;2.1;Poor;22.0;2017-12-23T05:30:33Z;[28.515425, 77.37333611];Noida/India/Asia
8968;Ginnis Oven;400;3.2;Average;9.0;2018-03-02T19:57:08Z;[28.596372100000004, 77.3246524];Noida/India/Asia
8969;Cream Bell;200;0.0;Not rated;1.0;2018-10-11T12:54:01Z;[28.596049100000005, 77.3227953];Noida/India/Asia
8970;Whomely;200;3.2;Average;15.0;2018-04-23T23:32:31Z;[28.52887237, 77.39445644];Noida/India/Asia
8971;Breaktym;400;3.2;Average;20.0;2016-10-25T08:04:37Z;[28.5205286, 77.3820287];Noida/India/Asia
8972;Chinese Chilli Seasonal;300;2.9;Average;4.0;2018-04-15T09:56:07Z;[28.513641600000003, 77.3851484];Noida/India/Asia
8973;Gopala;200;3.4;Average;23.0;2018-07-18T05:27:54Z;[28.5146003, 77.3853306];Noida/India/Asia
8974;Hungry's Hut;500;3.1;Average;10.0;2016-02-09T14:40:13Z;[28.5200041, 77.3817427];Noida/India/Asia
8975;Kebabplus;600;3.1;Average;140.0;2016-10-22T11:07:38Z;[28.5205903, 77.38416459999999];Noida/India/Asia
8976;Oh Buoy - Flying Fox;500;3.0;Average;7.0;2016-05-20T11:57:24Z;[28.519906, 77.381653];Noida/India/Asia
8977;Punjabi Pakwaan;800;3.1;Average;45.0;2016-12-28T05:59:18Z;[28.5200799, 77.38255];Noida/India/Asia
8978;The Dessert Table Company;500;3.1;Average;9.0;2018-11-28T02:59:18Z;[28.5189985, 77.3863173];Noida/India/Asia
8979;The Roll Van;500;3.0;Average;5.0;2018-10-02T01:56:50Z;[28.5208059, 77.3826397];Noida/India/Asia
8980;Kitchen Mantra;550;3.6;Good;210.0;2017-10-21T05:39:36Z;[28.5205006, 77.38416459999999];Noida/India/Asia
8981;Wabi Sabi;300;3.6;Good;34.0;2016-08-10T02:38:27Z;[28.520949100000003, 77.38416459999999];Noida/India/Asia
8982;Baskin Robbins;300;0.0;Not rated;0.0;2017-03-02T06:37:18Z;[28.5143927, 77.38545090000001];Noida/India/Asia
8983;Choicest Cakes;300;0.0;Not rated;2.0;2018-11-25T05:20:41Z;[28.5144055, 77.3856446];Noida/India/Asia
8984;Midnight Foodies;250;0.0;Not rated;0.0;2016-05-21T16:08:02Z;[28.5706333, 77.3272147];Noida/India/Asia
8985;Om Sweets Caterers & Bakery;150;0.0;Not rated;0.0;2018-05-19T18:17:03Z;[28.5249223, 77.3881327];Noida/India/Asia
8986;Spicy Affair;150;0.0;Not rated;0.0;2017-04-01T00:30:24Z;[28.519906, 77.381653];Noida/India/Asia
